name,text
The Little One,"AWESOME!!!! ALWAYS fresh, yummy, deliciousness! MUST try the Chipotle Pork Creama, the Try Three Entree (the chef picks three of the entree items, a salad, ranch style beans, and corn tortillas), or really anything on the menu!! The atmosphere is warm, the owners are friendly (and on hand at all times), and the staff is attentive! I'd give them 10 stars if I could!!!!!!!"
Los Betos,Love this little place for breakfast burritos.  Food is fast and hot.  Great flavors and salsa bar.  Best machaca burritos in Tucson.  Servers are friendly and handle both the walk in and drive through without missing a beat.
Seis Kitchen,"Seis has been one of our favorite restaurants since the first time we came about a year ago. The taco platter is our favorite and the meat is always so juicy and fresh and the flavor is amazing. We came here tonight at the last minute (right before closing) and Sasha made sure we were served and got our food perfectly, and fast. She was really kind and understanding and continued to service us and check on us 30+ minutes after closing. She was very personable, funny and accommodating! Can't wait to come back to this location!! Sasha is AMAZING!!!"
Rollies Mexican Patio,Really delicious rolled tacos. Didn't care too much for the desert but those Rollie's are where it's at! We will definitely be back for more!
Jack in the Box,"This Jack-in-the-Box is amazing. Went to Starbucks next-door and they didn't give me a Pupiccino and was mean to my dog, so my dog was sad and I went to Jack-in-the-Box and I asked for whip cream and they gave my dog a really big bowl of whip cream. Very friendly workers. Fast service. Awesome attitude!"
Cardenas Ranch Markets,"Grreat market, I wanted to know if the onions i bought there were recalled. I was waiting to do pulled pork. Susan from Cardenas got back to me fast with a good report. Thanks So much! ."
Seis Kitchen,"Best Aqua Fresca! Can't get enough of their horchata, pineapple cucumber and strawberry lemon. Great breakfast burritos."
Seis Kitchen,"I'm suspect of people gushing about reviews--I worry increasingly that people say stuff to be nice or might even be planted to raise ratings. I want to assure you, my motives are pure. 

My wife and I have been driving around CO, UT, AZ, and NM the last couple of weeks doing our best to find places that are out of the ordinary.  Seis Kitchen is such a place--located within an oasis courtyard behind a plain-looking facade of shops a few blocks west of the Santa Cruz River in Tucson. 

Gush: Best food of our 3000 mile trip: The Chorizo con Papas Tacos was one of the best things I've ever eaten."
Costa Vida,"My husband and I go to CV regularly. I absolutely love the salads. The cilantro lime dressing is truly the best. My husband usually gets the grilled steak burrito. The portions are huge so most of the time we are able to take leftovers to work for lunch the next day. As crazy as this sounds, having Vitamin water as a choice in the soda machine makes me happy!  Tres leches is amazing!  The staff on Broadway is fantastic. Justin and Lindsay were super polite and helpful. If you've never tried it, you should definitely check it out."
The Little One,"This restaurant is the bomb! It's is so fresh, healthy and delicious. Their pasole is so good and the huevos rancheros are delicious. They also have refreshing drinks with basil, mango and lime. They play good music and also give to charities around Tucson which is super nice and cool."
Rigo's Restaurant,Delicious!! Fast and friendly staff. The chicken enchiladas with sour cream sauce were some of the best I've had. The carne asada chimichanga was gargantuan!! Very tender and flavorful. Definitely will be going back
Seis Kitchen,"Wow, this place is amazing!! We had a fantastic meal here. Restaurants like this are the reason Tucson has its gastronomy designation. 

We got carry out and when I called the employee was very knowledgeable and helpful with our gluten allergy. Their website is a bit confusing- when you filter for GF, only one item shows up. But when I called, I was told most of the menu is in fact GF. Chips are made in a separate fryer and were light and delicious. The salsa and guacamole we ordered were fantastic. It can be scary trying a new restaurant as a celiac, but we had zero issues and really enjoyed our meal. 

My chicken tinga tacos were soooo good. So fresh and flavorful. The fresh corn tortillas really were fantastic. 

I can't say enough good things about our meal here. The food was ready when they said it would be, was packaged well with silverware and napkins. The portions were generous and a good value I feel."
